t_list,x_list,v0_scn,L_scn,n_scn,N. file,LWR_flag
"[143.76000000000002, 143.81, 143.86, 143.91000000000003, 143.96, 144.01000000000002, 144.06, 144.11, 144.16000000000003, 144.21000000000004, 144.26000000000002, 144.31, 144.36]","[array([56.79606742, 58.3113389 , 59.82625273, 61.34082064, 62.85505357,
       64.36896239, 65.88255736, 67.39584896, 68.9088474 , 70.42156251,
       71.93400391, 73.44618079, 74.95810286]), array([ 82.95286638,  84.39265877,  85.83488797,  87.2794642 ,
        88.72630686,  90.17533855,  91.62648908,  93.0796887 ,
        94.53487154,  95.9919762 ,  97.45094468,  98.91172307,
       100.37425575]), array([ 99.16944616, 100.81036813, 102.45129011, 104.09221208,
       105.73313406, 107.37405603, 109.01497801, 110.65589998,
       112.29682196, 113.93774393, 115.57866591, 117.21958788,
       118.86050986])]",32.81843950191729,2.0,12,3,Lin
"[149.36, 149.41000000000003, 149.46000000000004, 149.51000000000002, 149.56000000000003, 149.61, 149.66000000000003, 149.71000000000004, 149.76000000000002, 149.81, 149.86, 149.91000000000003, 149.96]","[array([29.60415126, 30.70040729, 31.80370163, 32.91351467, 34.02938795,
       35.15091503, 36.27773158, 37.40951134, 38.54596014, 39.68681241,
       40.83182675, 41.98078179, 43.13347604]), array([39.17755229, 40.52306387, 41.86859173, 43.21413582, 44.55969613,
       45.90527263, 47.25086531, 48.59647414, 49.9420991 , 51.28774017,
       52.63339732, 53.97907054, 55.3247598 ]), array([116.84413462, 118.22520208, 119.60626954, 120.98733699,
       122.36840445, 123.74947191, 125.13053936, 126.51160682,
       127.89267428, 129.27374173, 130.65480919, 132.03587665,
       133.4169441 ])]",27.621349135424044,2.0,13,3,Lin
"[156.16000000000003, 156.21000000000004, 156.26000000000002, 156.31, 156.36, 156.41000000000003, 156.46000000000004, 156.51000000000002, 156.56000000000003, 156.61, 156.66000000000003, 156.71000000000004, 156.76000000000002]","[array([79.47440706, 78.89642686, 79.59843716, 80.55951343, 81.65533925,
       82.83745005, 84.08091564, 85.37090548, 86.69774404, 88.05470856,
       89.43689614, 90.84060923, 92.26297382]), array([ 79.81813133,  81.57881057,  83.33973742,  85.10090999,
        86.86232643,  88.62398491,  90.38588361,  92.14802076,
        93.91039458,  95.67300335,  97.43584532,  99.1989188 ,
       100.96222211]), array([117.92772062, 119.78578719, 121.64385376, 123.50192032,
       125.35998689, 127.21805345, 129.07612002, 130.93418659,
       132.79225315, 134.65031972, 136.50838628, 138.36645285,
       140.22451942])]",37.16133131912794,2.0,14,3,Lin
"[207.96000000000004, 208.01000000000005, 208.06000000000003, 208.11, 208.16000000000003, 208.21000000000004, 208.26000000000002, 208.31, 208.36, 208.41000000000003, 208.46000000000004, 208.51000000000002, 208.56000000000003, 208.61, 208.66000000000003, 208.71000000000004, 208.76000000000002]","[array([39.23328026, 40.7227394 , 42.2110078 , 43.69814259, 45.18419743,
       46.66922288, 48.15326694, 49.63637513, 51.11859085, 52.59995555,
       54.08050881, 55.5602889 , 57.03933236, 58.51767445, 59.99534872,
       61.47238835, 62.94882473]), array([61.85441216, 63.15440589, 64.46530419, 65.78610508, 67.11595227,
       68.45410685, 69.79992348, 71.15283677, 72.51234759, 73.87801376,
       75.24944075, 76.62627159, 78.00818665, 79.39489619, 80.78614036,
       82.1816754 , 83.58128317]), array([71.45752599, 73.09211979, 74.72671358, 76.36130737, 77.99590116,
       79.63049496, 81.26508875, 82.89968254, 84.53427634, 86.16887013,
       87.80346392, 89.43805771, 91.07265151, 92.7072453 , 94.34183909,
       95.97643288, 97.61102668])]",32.69187585583773,2.0,15,3,Lin
"[218.16000000000003, 218.21000000000004, 218.26000000000002, 218.31, 218.36, 218.41000000000003, 218.46000000000004, 218.51000000000002, 218.56000000000003, 218.61, 218.66000000000003, 218.71000000000004, 218.76000000000002, 218.81000000000003, 218.86, 218.91000000000003, 218.96000000000004, 219.01000000000005, 219.06000000000003, 219.11, 219.16000000000003]","[array([37.22625937, 38.60568752, 39.98991059, 41.37867125, 42.77173505,
       44.1688876 , 45.56993309, 46.97468818, 48.38298579, 49.79467028,
       51.20960015, 52.62763874, 54.04866229, 55.47255341, 56.89920636,
       58.32851566, 59.7603868 , 61.19472863, 62.63145976, 64.07049676,
       65.51176536]), array([48.34161054, 49.90547923, 51.46980031, 53.03456851, 54.59977862,
       56.16542558, 57.7315044 , 59.29801016, 60.86493807, 62.43228339,
       64.00004157, 65.56820798, 67.13677819, 68.70574779, 70.27511259,
       71.84486825, 73.41501064, 74.98553568, 76.55643947, 78.12771794,
       79.69936727]), array([ 77.43817715,  79.11723029,  80.79628344,  82.47533658,
        84.15438973,  85.83344288,  87.51249602,  89.19154917,
        90.87060232,  92.54965546,  94.22870861,  95.90776175,
        97.5868149 ,  99.26586805, 100.94492119, 102.62397434,
       104.30302749, 105.98208063, 107.66113378, 109.34018692,
       111.01924007])]",33.581062924811306,2.0,16,3,Lin
"[222.96000000000004, 223.01000000000005, 223.06000000000003, 223.11, 223.16000000000003, 223.21000000000004, 223.26000000000002, 223.31, 223.36, 223.41000000000003, 223.46000000000004, 223.51000000000002, 223.56000000000003, 223.61, 223.66000000000003, 223.71000000000004, 223.76000000000002]","[array([34.90517347, 36.54495548, 38.18448919, 39.82378534, 41.46285425,
       43.10170592, 44.74035001, 46.37879596, 48.01705355, 49.65513198,
       51.29303981, 52.93078572, 54.56837892, 56.20582773, 57.84314   ,
       59.48032344, 61.11738679]), array([60.14629337, 61.74083802, 63.33717841, 64.93526241, 66.53504114,
       68.13646832, 69.73950054, 71.34409622, 72.95021312, 74.55781234,
       76.16685862, 77.77731682, 79.38915025, 81.00232637, 82.61681523,
       84.2325878 , 85.84961164]), array([ 79.15405025,  80.9350811 ,  82.71611195,  84.4971428 ,
        86.27817365,  88.0592045 ,  89.84023535,  91.6212662 ,
        93.40229705,  95.1833279 ,  96.96435875,  98.7453896 ,
       100.52642045, 102.30745131, 104.08848216, 105.86951301,
       107.65054386])]",35.6206170135255,2.0,17,3,Lin
"[247.36, 247.41000000000003, 247.46000000000004, 247.51000000000002, 247.56000000000003, 247.61, 247.66000000000003, 247.71000000000004, 247.76000000000002, 247.81000000000003, 247.86, 247.91000000000003, 247.96000000000004, 248.01000000000005, 248.06000000000003, 248.11, 248.16000000000003, 248.21000000000004, 248.26000000000002, 248.31, 248.36, 248.41000000000003, 248.46000000000004, 248.51000000000002, 248.56000000000003]","[array([46.77954683, 48.27136722, 49.75294382, 51.22768138, 52.69686532,
       54.16128181, 55.62149433, 57.07794255, 58.53098886, 59.98094289,
       61.42807648, 62.87263224, 64.31483011, 65.75487136, 67.19294204,
       68.62921461, 70.0638499 , 71.49699834, 72.92880141, 74.35939182,
       75.78889453, 77.21742721, 78.64510061, 80.07201982, 81.49828346]), array([68.97298781, 68.14473643, 68.73240758, 69.56755168, 70.53084968,
       71.57606175, 72.67946173, 73.82695996, 75.00937133, 76.22031809,
       77.45515191, 78.7103675 , 79.98324088, 81.27160632, 82.5737051 ,
       83.88808869, 85.21354854, 86.54906196, 87.89375237, 89.24686466,
       90.60774172, 91.97580929, 93.35056019, 94.73154154, 96.11835121]), array([ 69.06499623,  70.71694759,  72.36889895,  74.02085031,
        75.67280167,  77.32475303,  78.97670439,  80.62865575,
        82.28060711,  83.93255847,  85.58450983,  87.23646119,
        88.88841255,  90.54036391,  92.19231527,  93.84426663,
        95.49621799,  97.14816935,  98.8001207 , 100.45207206,
       102.10402342, 103.75597478, 105.40792614, 107.0598775 ,
       108.71182886])]",33.03902719426491,2.0,18,3,Lin
"[269.56, 269.61, 269.66, 269.71000000000004, 269.76000000000005, 269.81000000000006, 269.86, 269.91, 269.96000000000004, 270.01000000000005, 270.06000000000006, 270.11, 270.16, 270.21000000000004, 270.26, 270.31, 270.36, 270.41, 270.46000000000004, 270.51, 270.56, 270.61, 270.66, 270.71000000000004, 270.76000000000005, 270.81000000000006, 270.86, 270.91, 270.96000000000004]","[array([17.07055855, 18.46348033, 19.85750502, 21.25262236, 22.64882188,
       24.04609339, 25.44442654, 26.8438114 , 28.24423692, 29.64569275,
       31.04816901, 32.45165565, 33.85614144, 35.26161626, 36.66807037,
       38.07549421, 39.48387657, 40.89320745, 42.30347746, 43.71467754,
       45.12679683, 46.53982533, 47.9537541 , 49.36857461, 50.7842766 ,
       52.20084992, 53.61828624, 55.03657741, 56.45571401]), array([31.37509173, 32.83837569, 34.30280662, 35.76835916, 37.23500865,
       38.702732  , 40.1715069 , 41.64131264, 43.11212673, 44.58392901,
       46.0567009 , 47.53042404, 49.00507823, 50.480646  , 51.95711103,
       53.43445764, 54.91266764, 56.39172541, 57.87161663, 59.35232777,
       60.83384272, 62.31614703, 63.7992282 , 65.2830744 , 66.76767158,
       68.25300602, 69.73906687, 71.2258436 , 72.71332414]), array([52.12979653, 53.74848144, 55.36716635, 56.98585126, 58.60453617,
       60.22322108, 61.84190599, 63.4605909 , 65.07927581, 66.69796072,
       68.31664563, 69.93533054, 71.55401545, 73.17270036, 74.79138527,
       76.41007018, 78.02875509, 79.64744   , 81.26612491, 82.88480982,
       84.50349473, 86.12217964, 87.74086455, 89.35954946, 90.97823437,
       92.59691928, 94.21560419, 95.8342891 , 97.45297401])]",32.37369819876832,2.0,19,3,Lin
"[316.15999999999997, 316.21, 316.26, 316.30999999999995, 316.35999999999996, 316.40999999999997, 316.46, 316.51, 316.56]","[array([70.15141236, 71.61475136, 73.07563419, 74.53424778, 75.99075327,
       77.44529244, 78.89799254, 80.34896874, 81.79832668]), array([ 91.42211125,  92.53590727,  93.68496818,  94.86279218,
        96.06465733,  97.28700815,  98.52708491,  99.78269833,
       101.05207785]), array([ 97.63716085,  99.255069  , 100.87297715, 102.4908853 ,
       104.10879345, 105.72670159, 107.34460974, 108.96251789,
       110.58042604])]",32.35816295555566,2.015048636233671,20,3,Lin
"[317.76, 317.81, 317.86, 317.90999999999997, 317.96, 318.01, 318.05999999999995, 318.10999999999996, 318.15999999999997, 318.21, 318.26, 318.30999999999995, 318.35999999999996, 318.40999999999997, 318.46, 318.51, 318.56]","[array([82.05441698, 82.89236222, 83.7075822 , 84.54922483, 85.4331604 ,
       86.36181434, 87.33274595, 88.34208854, 89.38584009, 90.46031425,
       91.5622545 , 92.68884274, 93.83764927, 95.00658072, 96.19382212,
       97.39780096, 98.61714569]), array([ 86.11497953,  86.65603275,  87.51210876,  88.51775277,
        89.61564194,  90.77776675,  91.98794427,  93.23582824,
        94.51432294,  95.81831619,  97.14397243,  98.4883345 ,
        99.84906313, 101.22426982, 102.61239984, 104.01216007,
       105.42246058]), array([ 88.42163857,  90.15877738,  91.89591619,  93.63305501,
        95.37019382,  97.10733263,  98.84447145, 100.58161026,
       102.31874907, 104.05588788, 105.7930267 , 107.53016551,
       109.26730432, 111.00444314, 112.74158195, 114.47872076,
       116.21585957])]",34.742776254944594,2.0,21,3,Lin
"[325.76, 325.81, 325.86, 325.90999999999997, 325.96, 326.01, 326.05999999999995, 326.10999999999996, 326.15999999999997, 326.21, 326.26, 326.30999999999995, 326.35999999999996, 326.40999999999997, 326.46, 326.51, 326.56, 326.61, 326.65999999999997, 326.71, 326.76, 326.81, 326.86, 326.90999999999997, 326.96]","[array([32.61251921, 33.7969894 , 34.98964311, 36.19002212, 37.39771022,
       38.61232949, 39.83353333, 41.06100463, 42.29445193, 43.53360669,
       44.7782212 , 46.02806412, 47.28292216, 48.54259596, 49.80690183,
       51.07566388, 52.34872071, 53.62591918, 54.90711893, 56.19218192,
       57.48098259, 58.77340008, 60.06932449, 61.36864483, 62.67126103]), array([47.44557779, 48.88614279, 50.32847855, 51.77254588, 53.21830697,
       54.66572544, 56.11476606, 57.56539492, 59.01757925, 60.47128743,
       61.92648892, 63.383154  , 64.84125412, 66.30076154, 67.76164967,
       69.22389222, 70.68746415, 72.15234096, 73.61849938, 75.08591595,
       76.55456861, 78.02443556, 79.49549637, 80.96772995, 82.44111673]), array([ 78.50398385,  80.18083965,  81.85769546,  83.53455126,
        85.21140707,  86.88826287,  88.56511868,  90.24197448,
        91.91883029,  93.59568609,  95.2725419 ,  96.9493977 ,
        98.62625351, 100.30310931, 101.97996512, 103.65682092,
       105.33367673, 107.01053253, 108.68738834, 110.36424414,
       112.04109995, 113.71795575, 115.39481156, 117.07166736,
       118.74852317])]",33.53711610057731,4.393182602641194,22,3,Lin
"[335.76, 335.81, 335.86, 335.90999999999997, 335.96, 336.01, 336.05999999999995, 336.10999999999996, 336.15999999999997]","[array([56.67433805, 57.99539366, 59.31624428, 60.63689314, 61.95734355,
       63.27759865, 64.59766137, 65.91753471, 67.23722177]), array([ 93.2827732 ,  94.5050188 ,  95.7291599 ,  96.95513692,
        98.18289076,  99.41236694, 100.64351644, 101.87629061,
       103.11063999]), array([109.14277665, 110.5402848 , 111.93779296, 113.33530112,
       114.73280927, 116.13031743, 117.52782559, 118.92533375,
       120.3228419 ])]",27.950163141298347,2.0,23,3,Lin
"[371.15999999999997, 371.21, 371.26, 371.31, 371.36, 371.40999999999997, 371.46, 371.51, 371.55999999999995, 371.60999999999996, 371.65999999999997, 371.71, 371.76]","[array([26.24349805, 27.43509782, 28.63418099, 29.84035211, 31.05324929,
       32.27254164, 33.49792375, 34.72911469, 35.96585473, 37.20790347,
       38.455038  , 39.70704946, 40.9637444 ]), array([44.08143679, 45.56518411, 47.04962885, 48.53476305, 50.02057888,
       51.50706866, 52.99422485, 54.48204003, 55.97050696, 57.45961851,
       58.94936767, 60.43974756, 61.93075142]), array([ 90.92969142,  92.59489571,  94.2601    ,  95.92530429,
        97.59050857,  99.25571286, 100.92091715, 102.58612144,
       104.25132573, 105.91653001, 107.5817343 , 109.24693859,
       110.91214288])]",33.30408576388314,5.11493177633162,24,3,Lin
"[387.36, 387.40999999999997, 387.46, 387.51, 387.55999999999995, 387.60999999999996, 387.65999999999997, 387.71, 387.76, 387.81, 387.86, 387.90999999999997, 387.96, 388.01, 388.05999999999995, 388.10999999999996, 388.15999999999997]","[array([52.68286928, 54.11475206, 55.54943278, 56.98680556, 58.42677543,
       59.86925082, 61.31414991, 62.76138886, 64.21089302, 65.66258983,
       67.11641413, 68.57229917, 70.03018422, 71.49001097, 72.95172582,
       74.41527579, 75.88060982]), array([65.57470162, 67.14796424, 68.72173217, 70.29599891, 71.8707583 ,
       73.44600423, 75.02173094, 76.59793237, 78.17460289, 79.75173683,
       81.3293289 , 82.90737353, 84.48586548, 86.06479954, 87.64417075,
       89.22397409, 90.80420458]), array([ 93.76823938,  95.46135386,  97.15446833,  98.8475828 ,
       100.54069728, 102.23381175, 103.92692622, 105.6200407 ,
       107.31315517, 109.00626964, 110.69938411, 112.39249859,
       114.08561306, 115.77872753, 117.47184201, 119.16495648,
       120.85807095])]",33.86228945996425,2.0,25,3,Lin
"[390.36, 390.40999999999997, 390.46, 390.51, 390.55999999999995, 390.60999999999996, 390.65999999999997, 390.71, 390.76]","[array([64.63261955, 66.236536  , 67.8402056 , 69.44366405, 71.04694373,
       72.65007667, 74.25309188, 75.85601946, 77.45888692]), array([82.78651956, 84.36636812, 85.9492256 , 87.53496863, 89.12348825,
       90.71467876, 92.30844667, 93.90469654, 95.50334258]), array([ 98.85707031, 100.65971733, 102.46236436, 104.26501138,
       106.0676584 , 107.87030542, 109.67295244, 111.47559946,
       113.27824648])]",36.05294043057154,2.0,26,3,Lin
"[427.96, 428.01, 428.05999999999995, 428.10999999999996, 428.15999999999997, 428.21, 428.26, 428.31, 428.36, 428.40999999999997, 428.46, 428.51, 428.55999999999995, 428.60999999999996, 428.65999999999997, 428.71, 428.76]","[array([37.61123615, 38.39504626, 39.41608995, 40.56509829, 41.7974007 ,
       43.08949985, 44.42722191, 45.80124178, 47.20503261, 48.63381764,
       50.0839725 , 51.55267451, 53.03767197, 54.53713553, 56.04955244,
       57.57365713, 59.10837913]), array([40.49608054, 42.3213051 , 44.14662958, 45.97205357, 47.79757668,
       49.62319848, 51.44891858, 53.27473658, 55.10065207, 56.92666466,
       58.75277396, 60.57897957, 62.40528112, 64.23167821, 66.05817045,
       67.88475748, 69.71143891]), array([ 92.85634631,  94.75400546,  96.65166462,  98.54932377,
       100.44698292, 102.34464207, 104.24230123, 106.13996038,
       108.03761953, 109.93527868, 111.83293784, 113.73059699,
       115.62825614, 117.52591529, 119.42357445, 121.3212336 ,
       123.21889275])]",37.95318305052452,2.0,27,3,Lin
"[439.36, 439.40999999999997, 439.46, 439.51, 439.55999999999995, 439.60999999999996, 439.65999999999997, 439.71, 439.76, 439.81, 439.86, 439.90999999999997, 439.96]","[array([80.68457086, 81.83322501, 82.98574042, 84.14550548, 85.31464702,
       86.4944128 , 87.68544841, 88.88799531, 90.10202625, 91.32734246,
       92.56363549, 93.81053512, 95.06763596]), array([ 86.60032706,  87.76541809,  88.97739221,  90.22628715,
        91.50523451,  92.80926622,  94.1346436 ,  95.47847694,
        96.83847574,  98.21278763,  99.59988599, 100.99849904,
       102.40755374]), array([ 92.40595544,  94.14070707,  95.8754587 ,  97.61021032,
        99.34496195, 101.07971357, 102.8144652 , 104.54921683,
       106.28396845, 108.01872008, 109.75347171, 111.48822333,
       113.22297496])]",34.695032523733644,2.0,28,3,Lin
"[448.36, 448.40999999999997, 448.46, 448.51, 448.55999999999995, 448.60999999999996, 448.65999999999997, 448.71, 448.76]","[array([70.9582235 , 72.50992683, 74.06124881, 75.61220234, 77.1627995 ,
       78.71305224, 80.2629719 , 81.8125699 , 83.36185754]), array([ 96.98910386,  98.46296716,  99.93942908, 101.41839085,
       102.89976354, 104.38346224, 105.86940966, 107.35753   ,
       108.8477509 ]), array([113.11253294, 114.79358954, 116.47464613, 118.15570272,
       119.83675931, 121.51781591, 123.1988725 , 124.87992909,
       126.56098568])]",33.62113185013012,2.0,29,3,Lin
"[465.15999999999997, 465.21, 465.26, 465.31, 465.36, 465.40999999999997, 465.46, 465.51, 465.55999999999995, 465.60999999999996, 465.65999999999997, 465.71, 465.76, 465.81, 465.86, 465.90999999999997, 465.96, 466.01, 466.05999999999995, 466.10999999999996, 466.15999999999997, 466.21, 466.26, 466.31, 466.36, 466.40999999999997, 466.46, 466.51, 466.55999999999995]","[array([17.86092615, 19.1289323 , 20.39679883, 21.66452756, 22.93212042,
       24.19957919, 25.46690553, 26.73410112, 28.00116783, 29.26810732,
       30.53492119, 31.80161096, 33.06817843, 34.33462522, 35.60095281,
       36.86716263, 38.13325637, 39.39923564, 40.66510181, 41.93085622,
       43.19650048, 44.46203616, 45.72746457, 46.99278698, 48.25800484,
       49.52311979, 50.78813299, 52.05304572, 53.31785927]), array([55.87201294, 57.06433519, 58.25781119, 59.45241449, 60.64811718,
       61.84489464, 63.04272417, 64.24158365, 65.44144832, 66.64229702,
       67.84411014, 69.04686904, 70.25055193, 71.45514004, 72.66061643,
       73.86696521, 75.07416739, 76.28220584, 77.49106596, 78.70073398,
       79.91119358, 81.12242872, 82.33442689, 83.54717589, 84.76066189,
       85.97486968, 87.1897886 , 88.40540753, 89.62171488]), array([ 74.11192398,  75.45042751,  76.78893103,  78.12743456,
        79.46593809,  80.80444162,  82.14294515,  83.48144867,
        84.8199522 ,  86.15845573,  87.49695926,  88.83546278,
        90.17396631,  91.51246984,  92.85097337,  94.1894769 ,
        95.52798042,  96.86648395,  98.20498748,  99.54349101,
       100.88199453, 102.22049806, 103.55900159, 104.89750512,
       106.23600865, 107.57451217, 108.9130157 , 110.25151923,
       111.59002276])]",26.770070556764285,2.0,30,3,Lin
"[467.15999999999997, 467.21, 467.26, 467.31, 467.36, 467.40999999999997, 467.46, 467.51, 467.55999999999995, 467.60999999999996, 467.65999999999997, 467.71, 467.76, 467.81, 467.86, 467.90999999999997, 467.96, 468.01, 468.05999999999995, 468.10999999999996, 468.15999999999997, 468.21, 468.26, 468.31, 468.36]","[array([36.7179542 , 37.53971209, 38.36685053, 39.19908042, 40.0361386 ,
       40.87778514, 41.72380036, 42.57398033, 43.42813867, 44.28610249,
       45.14771348, 46.01282074, 46.88128666, 47.75298148, 48.62778697,
       49.50558729, 50.38627744, 51.26975694, 52.15593488, 53.04471967,
       53.93602913, 54.82978338, 55.72591067, 56.62433723, 57.5249969 ]), array([47.24957103, 48.24510999, 49.24187183, 50.23982966, 51.23895756,
       52.23923057, 53.24062458, 54.2431162 , 55.246683  , 56.25130321,
       57.25695599, 58.26362077, 59.27127799, 60.27990854, 61.2894943 ,
       62.30001701, 63.31145952, 64.32380493, 65.3370374 , 66.35114059,
       67.3660994 , 68.38189879, 69.39852478, 70.41596277, 71.43419929]), array([69.01298644, 70.17289028, 71.33279412, 72.49269796, 73.6526018 ,
       74.81250564, 75.97240948, 77.13231332, 78.29221716, 79.452121  ,
       80.61202484, 81.77192868, 82.93183252, 84.09173636, 85.2516402 ,
       86.41154404, 87.57144787, 88.73135171, 89.89125555, 91.05115939,
       92.21106323, 93.37096707, 94.53087091, 95.69077475, 96.85067859])]",23.198076788476456,3.095644682584317,31,3,Lin
"[480.76, 480.81, 480.86, 480.90999999999997, 480.96, 481.01, 481.05999999999995, 481.10999999999996, 481.15999999999997, 481.21, 481.26, 481.31, 481.36]","[array([50.12397986, 51.00964203, 51.89552144, 52.78161796, 53.66793143,
       54.55446165, 55.44120838, 56.3281714 , 57.21535047, 58.10274527,
       58.99035552, 59.8781809 , 60.76622107]), array([67.17817033, 68.09539285, 69.01293042, 69.93077962, 70.84893756,
       71.76739988, 72.68616387, 73.60522637, 74.52458452, 75.4442345 ,
       76.36417371, 77.28439923, 78.20490813]), array([ 90.47105336,  91.47425563,  92.4774579 ,  93.48066018,
        94.48386245,  95.48706472,  96.490267  ,  97.49346927,
        98.49667154,  99.49987382, 100.50307609, 101.50627836,
       102.50948064])]",20.06404546779068,2.0,32,3,Lin
"[487.15999999999997, 487.21, 487.26, 487.31, 487.36, 487.41, 487.46000000000004, 487.51, 487.56]","[array([43.94418064, 44.67381241, 45.40374001, 46.13405778, 46.86485234,
       47.59620564, 48.32819229, 49.06088504, 49.7943495 ]), array([73.48630221, 74.23171062, 74.98356265, 75.74158523, 76.50552844,
       77.27515657, 78.05025348, 78.83060887, 79.61603133]), array([103.85038062, 105.0445168 , 106.23865299, 107.43278917,
       108.62692535, 109.82106153, 111.01519771, 112.2093339 ,
       113.40347008])]",23.88272364420483,11.494394327974824,33,3,Lin
"[498.56, 498.61, 498.65999999999997, 498.71, 498.76, 498.81, 498.86, 498.90999999999997, 498.96]","[array([45.96951203, 46.80362191, 47.6388452 , 48.47528877, 49.31304776,
       50.15220803, 50.99284502, 51.83502836, 52.67881836]), array([65.64898862, 66.53131473, 67.42011819, 68.31507966, 69.21590779,
       70.12233257, 71.03410707, 71.95099619, 72.87278581]), array([87.63518225, 88.90135116, 90.16752008, 91.43368899, 92.6998579 ,
       93.96602681, 95.23219572, 96.49836464, 97.76453355])]",25.323378237331983,6.723359880594452,34,3,Lin
"[517.96, 518.01, 518.06, 518.11, 518.16, 518.21, 518.26, 518.31, 518.36]","[array([53.1638495 , 53.72347435, 54.28673157, 54.85340552, 55.42330322,
       55.99624848, 56.57208289, 57.15065689, 57.73183662]), array([60.85062184, 61.55989112, 62.26921918, 62.97860578, 63.6880507 ,
       64.39755372, 65.10711459, 65.81673309, 66.526409  ]), array([ 94.62430203,  95.37818507,  96.13206811,  96.88595115,
        97.63983419,  98.39371723,  99.14760027,  99.90148331,
       100.65536635])]",15.077660802840857,2.0,35,3,Lin
"[527.36, 527.41, 527.46, 527.51, 527.56, 527.6099999999999, 527.66, 527.71, 527.76, 527.81, 527.86, 527.9100000000001, 527.96, 528.01, 528.06, 528.11, 528.16]","[array([46.5495344 , 47.32014579, 48.09092123, 48.86187832, 49.63303335,
       50.40440161, 51.17599719, 51.94783352, 52.71992386, 53.4922803 ,
       54.2649135 , 55.03783399, 55.81105237, 56.58457791, 57.35841878,
       58.13258284, 58.90707852]), array([58.49045876, 59.27306469, 60.05722418, 60.84288657, 61.63000459,
       62.41853374, 63.20843231, 63.99966065, 64.79217895, 65.58595059,
       66.38094228, 67.17712109, 67.97445327, 68.77290863, 69.57245944,
       70.37307885, 71.1747375 ]), array([71.36825547, 72.29381318, 73.21937089, 74.1449286 , 75.07048631,
       75.99604402, 76.92160173, 77.84715944, 78.77271716, 79.69827487,
       80.62383258, 81.54939029, 82.474948  , 83.40050571, 84.32606342,
       85.25162113, 86.17717884])]",18.51115421667131,2.0,36,3,Lin
"[530.36, 530.41, 530.46, 530.51, 530.56, 530.6099999999999, 530.66, 530.71, 530.76, 530.81, 530.86, 530.9100000000001, 530.96]","[array([42.45337868, 43.37362263, 44.29383009, 45.21400204, 46.13413926,
       47.05424302, 47.97431409, 48.89435337, 49.81436167, 50.73434015,
       51.65428956, 52.57421076, 53.49410459]), array([69.47533628, 70.38200874, 71.28901228, 72.19634316, 73.10399831,
       74.01197287, 74.92026395, 75.8288681 , 76.7377823 , 77.64700229,
       78.55652528, 79.4663481 , 80.3764677 ]), array([ 92.2399021,  93.2337209,  94.2275397,  95.2213585,  96.2151773,
        97.2089961,  98.2028149,  99.1966337, 100.1904525, 101.1842713,
       102.1780901, 103.1719089, 104.1657277])]",19.876376004763152,2.0,37,3,Lin
"[576.56, 576.6099999999999, 576.66, 576.71, 576.76, 576.81, 576.86, 576.9100000000001, 576.96, 577.01, 577.06, 577.11, 577.16, 577.21, 577.26, 577.31, 577.36, 577.41, 577.46, 577.51, 577.56, 577.6099999999999, 577.66, 577.71, 577.76]","[array([ 0.98315336,  2.09895009,  3.21469437,  4.33038664,  5.44602738,
        6.56161715,  7.67715629,  8.79264536,  9.90808464, 11.02347477,
       12.13881605, 13.25410909, 14.36935409, 15.48455171, 16.59970228,
       17.71480624, 18.82986394, 19.94487596, 21.05984265, 22.17476441,
       23.28964161, 24.40447479, 25.51926428, 26.63401049, 27.7487138 ]), array([42.61766627, 43.69454721, 44.77179464, 45.84940481, 46.92737331,
       48.00569518, 49.08436747, 50.16338553, 51.24274703, 52.32244642,
       53.40248128, 54.48284664, 55.56354099, 56.64455895, 57.72589784,
       58.8075543 , 59.88952562, 60.97180729, 62.05439677, 63.13729092,
       64.22048714, 65.30398134, 66.38777112, 67.47185355, 68.55622602]), array([67.18228102, 68.35440974, 69.52653847, 70.69866719, 71.87079591,
       73.04292463, 74.21505335, 75.38718207, 76.55931079, 77.73143951,
       78.90356823, 80.07569695, 81.24782568, 82.4199544 , 83.59208312,
       84.76421184, 85.93634056, 87.10846928, 88.280598  , 89.45272672,
       90.62485544, 91.79698416, 92.96911289, 94.14124161, 95.31337033])]",23.44257442049476,2.0,38,3,Lin
