t_list,x_list,v0_scn,L_scn,n_scn,N. file,LWR_flag,processed
"[450.91999999999996, 450.96999999999997, 451.02, 451.07, 451.12, 451.16999999999996, 451.21999999999997, 451.27, 451.31999999999994, 451.36999999999995, 451.41999999999996, 451.46999999999997, 451.52]","[array([47.78462443, 48.46252418, 49.25533302, 50.13287809, 51.07518732,
       52.06823835, 53.10176544, 54.16802258, 55.26102248, 56.37605538,
       57.50935647, 58.65788829, 59.8191734 ]), array([52.56186617, 53.79411989, 55.02637361, 56.25862733, 57.49088105,
       58.72313477, 59.95538849, 61.18764222, 62.41989594, 63.65214966,
       64.88440338, 66.1166571 , 67.34891082])]",24.645074404575514,2.9207920348523775,43,5,Log,pre
"[457.31999999999994, 457.36999999999995, 457.41999999999996, 457.46999999999997, 457.52, 457.57, 457.62, 457.66999999999996, 457.71999999999997, 457.77, 457.81999999999994, 457.86999999999995, 457.91999999999996, 457.96999999999997, 458.02, 458.07, 458.12, 458.16999999999996, 458.21999999999997, 458.27, 458.31999999999994]","[array([49.35394474, 48.92544517, 48.93442354, 49.15142492, 49.49925603,
       49.93897589, 50.44730119, 51.00888479, 51.61294067, 52.25154018,
       52.91865331, 53.60958045, 54.32058008, 55.04862619, 55.7912341 ,
       56.54634851, 57.31225042, 58.08749082, 58.87083704, 59.66123962,
       60.45779928]), array([50.2437549 , 51.08538409, 51.92701328, 52.76864247, 53.61027166,
       54.45190086, 55.29353005, 56.13515924, 56.97678843, 57.81841762,
       58.66004682, 59.50167601, 60.3433052 , 61.18493439, 62.02656358,
       62.86819278, 63.70982197, 64.55145116, 65.39308035, 66.23470955,
       67.07633874])]",16.83258384163457,2.560198158491186,44,5,Log,pre
"[472.71999999999997, 472.77, 472.81999999999994, 472.86999999999995, 472.91999999999996, 472.96999999999997, 473.02, 473.07, 473.12, 473.17, 473.22, 473.27, 473.32, 473.37, 473.41999999999996, 473.46999999999997, 473.52, 473.57, 473.62, 473.66999999999996, 473.71999999999997]","[array([44.0689157 , 45.22297529, 46.36031345, 47.48219807, 48.5898418 ,
       49.68439578, 50.76695081, 51.83853048, 52.90009336, 53.952531  ,
       54.99667533, 56.03329172, 57.06308724, 58.08670984, 59.10475608,
       60.11776909, 61.12624464, 62.13063307, 63.1313436 , 64.1287485 ,
       65.12318356]), array([54.48193652, 55.45096175, 56.41998697, 57.3890122 , 58.35803742,
       59.32706265, 60.29608787, 61.2651131 , 62.23413832, 63.20316355,
       64.17218878, 65.141214  , 66.11023923, 67.07926445, 68.04828968,
       69.0173149 , 69.98634013, 70.95536536, 71.92439058, 72.89341581,
       73.86244103])]",19.38050451248501,3.1362533073586207,45,5,Log,pre
"[490.91999999999996, 490.96999999999997, 491.02, 491.07, 491.12, 491.17, 491.22, 491.27, 491.32]","[array([49.14913973, 50.22208652, 51.34699542, 52.51529008, 53.72016241,
       54.95611816, 56.21865524, 57.50404916, 58.80918515]), array([58.44045963, 59.88686446, 61.33326928, 62.7796741 , 64.22607893,
       65.67248375, 67.11888858, 68.5652934 , 70.01169822])]",28.928096481397976,4.515935788548045,46,5,Log,pre
"[496.71999999999997, 496.77, 496.81999999999994, 496.86999999999995, 496.91999999999996, 496.96999999999997, 497.02, 497.07, 497.12]","[array([58.48818872, 57.69936308, 57.90381774, 58.44555284, 59.17889977,
       60.03768472, 60.98470092, 61.99652601, 63.05733951]), array([58.71447038, 59.96577525, 61.21708012, 62.468385  , 63.71968987,
       64.97099474, 66.22229961, 67.47360449, 68.72490936])]",25.02609744675411,2.3884312539304324,47,5,Log,pre
"[502.71999999999997, 502.77, 502.81999999999994, 502.86999999999995, 502.91999999999996, 502.96999999999997, 503.02, 503.07, 503.12, 503.17, 503.22, 503.27, 503.32, 503.37, 503.41999999999996, 503.46999999999997, 503.52, 503.57, 503.62, 503.66999999999996, 503.71999999999997]","[array([48.88792537, 50.22252823, 51.53355555, 52.82108268, 54.08522198,
       55.32612004, 56.54395996, 57.7389642 , 58.91139206, 60.06154276,
       61.1897561 , 62.29641133, 63.38192503, 64.44675229, 65.49138687,
       66.51635554, 67.52221624, 68.50955678, 69.47899469, 70.43116694,
       71.36673024]), array([68.06437441, 68.74988938, 69.43540436, 70.12091934, 70.80643432,
       71.4919493 , 72.17746428, 72.86297926, 73.54849424, 74.23400922,
       74.9195242 , 75.60503917, 76.29055415, 76.97606913, 77.66158411,
       78.34709909, 79.03261407, 79.71812905, 80.40364403, 81.08915901,
       81.77467399])]",13.71029958047429,2.690152301328039,48,5,Log,pre
"[525.52, 525.5699999999999, 525.62, 525.6700000000001, 525.72, 525.77, 525.8199999999999, 525.87, 525.92, 525.97, 526.02, 526.0699999999999, 526.12]","[array([38.71753695, 39.8283776 , 40.94519935, 42.06762082, 43.19528773,
       44.32787134, 45.46506565, 46.60658484, 47.75216362, 48.90155413,
       50.05452652, 51.2108628 , 52.37036193]), array([58.38217561, 59.59362172, 60.80506784, 62.01651396, 63.22796008,
       64.4394062 , 65.65085231, 66.86229843, 68.07374455, 69.28519067,
       70.49663679, 71.7080829 , 72.91952902])]",24.22892235962326,7.880946884897577,49,5,Log,pre
"[533.12, 533.17, 533.22, 533.27, 533.3199999999999, 533.3699999999999, 533.42, 533.47, 533.52]","[array([52.01409541, 53.26418222, 54.5189576 , 55.77772313, 57.03988834,
       58.30495318, 59.57249187, 60.84214224, 62.11359629]), array([60.09257855, 61.37472853, 62.65687851, 63.93902849, 65.22117847,
       66.50332845, 67.78547843, 69.06762841, 70.34977839])]",25.64299958907254,3.0533705446337485,50,5,Log,pre
"[535.3199999999999, 535.3699999999999, 535.42, 535.47, 535.52, 535.5699999999999, 535.62, 535.6700000000001, 535.72, 535.77, 535.8199999999999, 535.87, 535.92]","[array([53.80618333, 52.55280206, 52.36160925, 52.60258712, 53.1063037 ,
       53.79208494, 54.6130461 , 55.53878535, 56.54815551, 57.62570919,
       58.75974722, 59.94116629, 61.16272385]), array([54.5879306, 56.0879306, 57.5879306, 59.0879306, 60.5879306,
       62.0879306, 63.5879306, 65.0879306, 66.5879306, 68.0879306,
       69.5879306, 71.0879306, 72.5879306])]",30.0,5.0,51,5,Log,pre
"[23.720000000000002, 23.770000000000003, 23.82, 23.87, 23.92, 23.970000000000002, 24.020000000000003, 24.07, 24.12, 24.17, 24.220000000000002, 24.270000000000003, 24.320000000000004, 24.370000000000005, 24.42, 24.470000000000002, 24.520000000000003]","[array([18.38569572, 18.52888313, 18.89732823, 19.42541734, 20.07473631,
       20.82004915, 21.6435072 , 22.53182334, 23.47471832, 24.46400533,
       25.49300681, 26.55617737, 27.64883694, 28.76698514, 29.90716375,
       31.06635916, 32.2419227 ]), array([23.6672436 , 25.42986974, 27.16700934, 28.87894301, 30.56597751,
       32.22844545, 33.86670551, 35.48114119, 37.07216066, 38.64019564,
       40.18570121, 41.70915344, 43.21104887, 44.69190263, 46.15224777,
       47.59263209, 49.01361728]), array([53.51815712, 54.54589199, 55.57362687, 56.60136175, 57.62909663,
       58.6568315 , 59.68456638, 60.71230126, 61.74003614, 62.76777101,
       63.79550589, 64.82324077, 65.85097565, 66.87871052, 67.9064454 ,
       68.93418028, 69.96191516])]",20.554697551389108,5.3051188927501185,52,5,Log,pre
"[28.12, 28.17, 28.220000000000002, 28.270000000000003, 28.320000000000004, 28.370000000000005, 28.42, 28.470000000000002, 28.520000000000003, 28.570000000000004, 28.620000000000005, 28.67, 28.720000000000002]","[array([ 3.22315393,  4.59604857,  5.95896792,  7.31267385,  8.65788733,
        9.99528909, 11.32552133, 12.64918819, 13.96685725, 15.27906092,
       16.5862983 , 17.8890358 , 19.18770885]), array([32.02337029, 33.16946808, 34.32429866, 35.48734969, 36.65814432,
       37.83623845, 39.02121738, 40.21269397, 41.41030626, 42.61371543,
       43.82260375, 45.03667342, 46.25564497]), array([56.07032583, 57.38201834, 58.69371085, 60.00540335, 61.31709586,
       62.62878837, 63.94048088, 65.25217339, 66.5638659 , 67.87555841,
       69.18725092, 70.49894343, 71.81063594])]",26.23385018393993,10.071602976101902,53,5,Log,pre
"[146.52, 146.57, 146.62, 146.67000000000002, 146.72, 146.77, 146.82, 146.87, 146.92000000000002, 146.97000000000003, 147.02, 147.07, 147.12]","[array([25.76326736, 26.71535191, 27.74067329, 28.82576655, 29.96029404,
       31.13612851, 32.34675449, 33.5868742 , 34.85212361, 36.13887238,
       37.44407391, 38.76515677, 40.09993658]), array([35.12661624, 36.63043663, 38.12634537, 39.61506032, 41.09724077,
       42.57349092, 44.04436383, 45.51036444, 46.97195341, 48.42955026,
       49.88353697, 51.3342604 , 52.78203554]), array([49.39095591, 50.81178004, 52.23260416, 53.65342829, 55.07425242,
       56.49507654, 57.91590067, 59.33672479, 60.75754892, 62.17837305,
       63.59919717, 65.0200213 , 66.44084542])]",28.416482519503894,4.935159609994051,54,5,Log,pre
"[151.12, 151.17000000000002, 151.22000000000003, 151.27, 151.32000000000002, 151.37, 151.42000000000002, 151.47000000000003, 151.52]","[array([34.56742722, 36.27123982, 37.89797403, 39.460648  , 40.97088706,
       42.43898814, 43.87397759, 45.28366817, 46.67474495]), array([54.39821104, 55.09293098, 55.91515016, 56.84005533, 57.84953984,
       58.929884  , 60.07037794, 61.26247718, 62.49923149]), array([64.2469312 , 65.85688214, 67.46683307, 69.07678401, 70.68673495,
       72.29668589, 73.90663683, 75.51658776, 77.1265387 ])]",32.19901875436079,6.699747280737276,55,5,Log,pre
"[177.32000000000002, 177.37, 177.42000000000002, 177.47000000000003, 177.52, 177.57000000000002, 177.62, 177.67000000000002, 177.72000000000003, 177.77000000000004, 177.82000000000002, 177.87, 177.92000000000002, 177.97000000000003, 178.02, 178.07, 178.12, 178.17000000000002, 178.22000000000003, 178.27, 178.32000000000002, 178.37, 178.42000000000002, 178.47000000000003, 178.52]","[array([17.06318934, 18.07191277, 19.13192662, 20.23406301, 21.37099525,
       22.53676862, 23.72647588, 24.93603346, 26.16201313, 27.40151932,
       28.65209355, 29.91164357, 31.1783839 , 32.45078952, 33.7275564 ,
       35.00757217, 36.28988964, 37.57370381, 38.85833259, 40.14320166,
       41.42783084, 42.71182189, 43.99484641, 45.27663766, 46.55698267]), array([27.38629369, 28.88202337, 30.35752456, 31.8140423 , 33.25278494,
       34.67491936, 36.08156804, 37.47380524, 38.85265557, 40.21909231,
       41.57403745, 42.91836042, 44.25287922, 45.57836088, 46.8955236 ,
       48.205037  , 49.50752444, 50.80356488, 52.09369578, 53.37841405,
       54.65817874, 55.93341301, 57.20450714, 58.47182022, 59.73568201]), array([43.23469928, 44.46366626, 45.69263324, 46.92160023, 48.15056721,
       49.37953419, 50.60850117, 51.83746816, 53.06643514, 54.29540212,
       55.5243691 , 56.75333609, 57.98230307, 59.21127005, 60.44023703,
       61.66920402, 62.898171  , 64.12713798, 65.35610496, 66.58507195,
       67.81403893, 69.04300591, 70.27197289, 71.50093988, 72.72990686])]",24.579339648945115,4.652626627779775,56,5,Log,pre
"[266.92, 266.97, 267.02, 267.07, 267.12, 267.17, 267.22, 267.27, 267.32]","[array([24.04097846, 25.90189469, 27.70975846, 29.46849136, 31.18187025,
       32.85352817, 34.48695315, 36.08547778, 37.65227422]), array([50.26998848, 51.10658682, 52.00027839, 52.94326197, 53.92918436,
       54.95279015, 56.00967228, 57.09609755, 58.20887131]), array([62.24476759, 63.62705033, 65.00933307, 66.39161581, 67.77389855,
       69.15618129, 70.53846403, 71.92074677, 73.30302951])]",27.645654786413637,6.68883041314333,57,5,Log,pre
"[316.91999999999996, 316.96999999999997, 317.02, 317.06999999999994, 317.11999999999995, 317.16999999999996, 317.21999999999997, 317.27, 317.32]","[array([36.22347877, 37.32265253, 38.44696591, 39.59233863, 40.75530459,
       41.93289998, 43.12257219, 44.32211749, 45.5296258 ]), array([48.64165271, 50.04711468, 51.43397694, 52.80320268, 54.15573805,
       55.49250778, 56.81441362, 58.12232912, 59.41709894]), array([65.29136896, 66.41685423, 67.5423395 , 68.66782478, 69.79331005,
       70.91879532, 72.04428059, 73.16976587, 74.29525114])]",22.50970546307577,4.735466382743863,58,5,Log,pre
"[319.52, 319.57, 319.62, 319.66999999999996, 319.71999999999997, 319.77, 319.81999999999994, 319.86999999999995, 319.91999999999996]","[array([37.69752577, 39.84399341, 41.87666596, 43.80745122, 45.64693436,
       47.40492648, 49.09067296, 50.71289746, 52.2797871 ]), array([58.674215  , 59.02355597, 59.58236977, 60.28812109, 61.10347318,
       62.00383873, 62.97194639, 63.99511334, 65.063701  ]), array([63.43082471, 64.77584991, 66.1208751 , 67.46590029, 68.81092549,
       70.15595068, 71.50097588, 72.84600107, 74.19102626])]",26.900503878870122,4.062845190103948,59,5,Log,pre
"[330.11999999999995, 330.16999999999996, 330.21999999999997, 330.27, 330.32, 330.37, 330.41999999999996, 330.46999999999997, 330.52]","[array([ 9.0508945 , 10.0911297 , 11.17257195, 12.2916658 , 13.44528606,
       14.6306676 , 15.84534963, 17.08713202, 18.35403726]), array([32.30737999, 33.95286626, 35.60000061, 37.24870167, 38.89889227,
       40.55049914, 42.20345272, 43.85768698, 45.51313923]), array([66.07502507, 67.7545114 , 69.43399772, 71.11348404, 72.79297036,
       74.47245668, 76.151943  , 77.83142932, 79.51091564])]",33.58972641412734,12.682902882316249,60,5,Log,pre
"[338.52, 338.57, 338.62, 338.66999999999996, 338.71999999999997, 338.77, 338.81999999999994, 338.86999999999995, 338.91999999999996, 338.96999999999997, 339.02, 339.06999999999994, 339.11999999999995, 339.16999999999996, 339.21999999999997, 339.27, 339.32, 339.37, 339.41999999999996, 339.46999999999997, 339.52]","[array([27.52702603, 28.59912957, 29.69134765, 30.8027761 , 31.93232617,
       33.07881704, 34.24103593, 35.41778069, 36.60788486, 37.81023525,
       39.02377846, 40.24752965, 41.4805717 , 42.7220567 , 43.97119984,
       45.22728216, 46.4896436 , 47.75768195, 49.03084506, 50.30863177,
       51.59058544]), array([35.34662127, 36.54116573, 37.75302102, 38.9795892 , 40.21870591,
       41.46855708, 42.72761181, 43.994575  , 45.268347  , 46.54798956,
       47.8326989 , 49.12178737, 50.41466412, 51.71082162, 53.0098204 ,
       54.31128277, 55.61488182, 56.92033591, 58.22739964, 59.53586148,
       60.8455377 ]), array([43.9317346 , 45.24951234, 46.56729009, 47.88506784, 49.20284559,
       50.52062334, 51.83840108, 53.15617883, 54.47395658, 55.79173433,
       57.10951208, 58.42728982, 59.74506757, 61.06284532, 62.38062307,
       63.69840082, 65.01617856, 66.33395631, 67.65173406, 68.96951181,
       70.28728956])]",26.355554961988386,3.49338148782664,61,5,Log,pre
"[435.71999999999997, 435.77, 435.81999999999994, 435.86999999999995, 435.91999999999996, 435.96999999999997, 436.02, 436.07, 436.12, 436.16999999999996, 436.21999999999997, 436.27, 436.31999999999994, 436.36999999999995, 436.41999999999996, 436.46999999999997, 436.52, 436.57, 436.62, 436.66999999999996, 436.71999999999997]","[array([29.63782154, 29.47610374, 29.68964969, 30.12785429, 30.72108186,
       31.429114  , 32.22580182, 33.09282695, 34.01667873, 34.98701357,
       35.99568223, 37.03612976, 38.10298894, 39.19180679, 40.29884751,
       41.42095477, 42.55544227, 43.70001354, 44.85269602, 46.01179478,
       47.17585111]), array([32.5033801 , 34.07447794, 35.61745803, 37.13332258, 38.62310266,
       40.087852  , 41.52864131, 42.94655112, 44.34266611, 45.71806849,
       47.07383362, 48.41102227, 49.73067712, 51.0338173 , 52.32143603,
       53.59449464, 54.85392124, 56.10060761, 57.335409  , 58.55914037,
       59.77257708]), array([50.98402102, 52.07819299, 53.17236496, 54.26653692, 55.36070889,
       56.45488086, 57.54905283, 58.6432248 , 59.73739676, 60.83156873,
       61.9257407 , 63.01991267, 64.11408464, 65.2082566 , 66.30242857,
       67.39660054, 68.49077251, 69.58494447, 70.67911644, 71.77328841,
       72.86746038])]",21.883439358447117,4.3392383297217645,62,5,Log,pre
"[565.12, 565.17, 565.22, 565.27, 565.3199999999999, 565.3699999999999, 565.42, 565.47, 565.52]","[array([22.14806787, 22.9973959 , 23.83870411, 24.67310998, 25.50164916,
       26.32527905, 27.14488413, 27.96127657, 28.77520194]), array([46.67582797, 47.32525879, 47.99491463, 48.68343414, 49.38958581,
       50.11225096, 50.85040728, 51.60312171, 52.36953756]), array([66.67079216, 67.72257022, 68.77434829, 69.82612635, 70.87790441,
       71.92968247, 72.98146053, 74.03323859, 75.08501665])]",21.035561228702985,10.892799060411361,63,5,Log,pre
"[578.92, 578.97, 579.02, 579.0699999999999, 579.12, 579.17, 579.22, 579.27, 579.3199999999999, 579.3699999999999, 579.42, 579.47, 579.52]","[array([ 5.9253884 ,  8.41268293, 10.89430426, 13.36755629, 15.82993504,
       18.279118  , 20.71295538, 23.12946586, 25.52683156, 27.90339615,
       30.2576616 , 32.5882893 , 34.89409875]), array([32.20759543, 34.62039872, 36.9790583 , 39.28499663, 41.53976364,
       43.74502759, 45.90256443, 48.01424427, 50.08201713, 52.10789657,
       54.09394474, 56.04225206, 57.95492239]), array([57.64740538, 59.14740538, 60.64740538, 62.14740538, 63.64740538,
       65.14740538, 66.64740538, 68.14740538, 69.64740538, 71.14740538,
       72.64740538, 74.14740538, 75.64740538])]",30.0,5.0,64,5,Log,pre
"[178.12, 178.17000000000002, 178.22000000000003, 178.27, 178.32000000000002, 178.37, 178.42000000000002, 178.47000000000003, 178.52]","[array([25.06843577, 26.45744425, 27.78648996, 29.0714644 , 30.32507511,
       31.5574786 , 32.77670239, 33.98898268, 35.19906576]), array([38.85355557, 39.40670127, 40.14797192, 41.02382352, 42.00099321,
       43.0567936 , 44.17475216, 45.34237409, 46.54985943]), array([44.47273882, 46.30249277, 48.09237836, 49.84326747, 51.55612344,
       53.23199652, 54.87201987, 56.47740065, 58.04941336]), array([64.70495225, 65.81173525, 66.91851825, 68.02530126, 69.13208426,
       70.23886726, 71.34565027, 72.45243327, 73.55921627])]",22.135660060501873,3.8030567831927704,65,5,Log,pre
"[14.8, 14.850000000000001, 14.900000000000002, 14.950000000000001, 15.000000000000002, 15.05, 15.100000000000001, 15.150000000000002, 15.200000000000001, 15.250000000000002, 15.3, 15.350000000000001, 15.400000000000002, 15.450000000000003, 15.500000000000002, 15.55, 15.600000000000001]","[array([37.48722929, 38.74896109, 40.01343922, 41.28055235, 42.55019917,
       43.82228324, 45.09671735, 46.37341432, 47.65229569, 48.93328564,
       50.21631621, 51.50131759, 52.78822749, 54.07698519, 55.3675361 ,
       56.65982411, 57.95379812]), array([51.90007169, 53.36346057, 54.82684944, 56.29023832, 57.75362719,
       59.21701606, 60.68040494, 62.14379381, 63.60718269, 65.07057156,
       66.53396044, 67.99734931, 69.46073818, 70.92412706, 72.38751593,
       73.85090481, 75.31429368])]",29.26777748212838,2.0,0,6,Lin,pre
"[24.6, 24.650000000000002, 24.700000000000003, 24.75, 24.8, 24.85, 24.900000000000002, 24.950000000000003, 25.000000000000004, 25.050000000000004, 25.1, 25.150000000000002, 25.200000000000003, 25.250000000000004, 25.300000000000004, 25.35, 25.400000000000002, 25.450000000000003, 25.5, 25.55, 25.6, 25.650000000000002, 25.700000000000003, 25.75, 25.8, 25.85, 25.900000000000002, 25.950000000000003, 26.000000000000004, 26.050000000000004, 26.1, 26.150000000000002, 26.200000000000003, 26.250000000000004, 26.300000000000004, 26.35, 26.400000000000002]","[array([ 5.36515467,  6.35844821,  7.35196241,  8.34569557,  9.33964566,
       10.33381069, 11.32818906, 12.32277919, 13.31757931, 14.31258727,
       15.30780169, 16.30322094, 17.2988436 , 18.29466744, 19.29069128,
       20.2869133 , 21.28333249, 22.27994658, 23.2767546 , 24.27375441,
       25.27094547, 26.26832549, 27.26589335, 28.26364763, 29.26158714,
       30.25971001, 31.25801514, 32.25650117, 33.25516689, 34.25401066,
       35.25303137, 36.25222777, 37.25159853, 38.2511423 , 39.25085797,
       40.25074436, 41.25079999]), array([32.7913881 , 33.86269342, 34.93399874, 36.00530405, 37.07660937,
       38.14791469, 39.21922001, 40.29052533, 41.36183064, 42.43313596,
       43.50444128, 44.5757466 , 45.64705191, 46.71835723, 47.78966255,
       48.86096787, 49.93227318, 51.0035785 , 52.07488382, 53.14618914,
       54.21749446, 55.28879977, 56.36010509, 57.43141041, 58.50271573,
       59.57402104, 60.64532636, 61.71663168, 62.787937  , 63.85924232,
       64.93054763, 66.00185295, 67.07315827, 68.14446359, 69.2157689 ,
       70.28707422, 71.35837954])]",21.426106354291456,2.0,1,6,Lin,pre
"[29.8, 29.85, 29.900000000000002, 29.950000000000003, 30.000000000000004, 30.050000000000004, 30.1, 30.150000000000002, 30.200000000000003, 30.250000000000004, 30.300000000000004, 30.35, 30.400000000000002, 30.450000000000003, 30.5, 30.55, 30.6, 30.650000000000002, 30.700000000000003, 30.75, 30.8]","[array([ 4.76315447,  5.76510297,  6.7679209 ,  7.77159574,  8.7761158 ,
        9.78146935, 10.7876456 , 11.79463303, 12.8024208 , 13.81099836,
       14.82035565, 15.83048261, 16.84136877, 17.85300478, 18.86538101,
       19.87848892, 20.89231834, 21.90686058, 22.92210733, 23.93805046,
       24.95468058]), array([43.87390506, 45.06109915, 46.24829325, 47.43548735, 48.62268145,
       49.80987555, 50.99706965, 52.18426374, 53.37145784, 54.55865194,
       55.74584604, 56.93304014, 58.12023424, 59.30742833, 60.49462243,
       61.68181653, 62.86901063, 64.05620473, 65.24339883, 66.43059292,
       67.61778702])]",23.743881967273374,6.117153749500209,2,6,Lin,pre
"[31.8, 31.85, 31.9, 31.95, 32.0, 32.05, 32.1, 32.150000000000006, 32.2, 32.25, 32.3, 32.35, 32.4, 32.45, 32.5, 32.55, 32.6, 32.65, 32.7, 32.75, 32.8]","[array([11.68316443, 12.92462468, 14.16626852, 15.40809459, 16.65010192,
       17.89228871, 19.13465419, 20.37719664, 21.61991558, 22.86280915,
       24.10587644, 25.34911627, 26.59252768, 27.83610913, 29.07985971,
       30.32377833, 31.56786391, 32.81211518, 34.0565312 , 35.30111096,
       36.5458532 ]), array([45.21775867, 46.53785736, 47.85795604, 49.17805472, 50.4981534 ,
       51.81825208, 53.13835076, 54.45844945, 55.77854813, 57.09864681,
       58.41874549, 59.73884417, 61.05894285, 62.37904154, 63.69914022,
       65.0192389 , 66.33933758, 67.65943626, 68.97953494, 70.29963362,
       71.61973231])]",26.401973632522783,2.0,3,6,Lin,pre
"[66.4, 66.45, 66.5, 66.55, 66.6, 66.64999999999999, 66.69999999999999, 66.75, 66.8, 66.85, 66.9, 66.95, 67.0, 67.05, 67.1, 67.15, 67.2, 67.25, 67.30000000000001, 67.35000000000001, 67.4]","[array([19.83920888, 21.24320357, 22.64949706, 24.05800907, 25.46866538,
       26.88139492, 28.29613242, 29.71281276, 31.13137663, 32.55176645,
       33.97392996, 35.39781342, 36.82336848, 38.25054774, 39.67930842,
       41.10960602, 42.54140015, 43.97465147, 45.40932396, 46.84538107,
       48.28278806]), array([36.09719397, 37.69678872, 39.29638347, 40.89597822, 42.49557297,
       44.09516772, 45.69476247, 47.29435722, 48.89395197, 50.49354672,
       52.09314147, 53.69273622, 55.29233097, 56.89192572, 58.49152047,
       60.09111522, 61.69070997, 63.29030472, 64.88989947, 66.48949422,
       68.08908897])]",31.991895005750052,2.0,4,6,Lin,pre
"[72.2, 72.25, 72.30000000000001, 72.35000000000001, 72.4, 72.45, 72.5, 72.55, 72.6, 72.64999999999999, 72.69999999999999, 72.75, 72.8]","[array([43.31087515, 44.49580529, 45.68318708, 46.87292542, 48.06493461,
       49.25913226, 50.45544449, 51.65379588, 52.85411918, 54.05634902,
       55.26042673, 56.46629202, 57.6738904 ]), array([57.68240408, 59.05743205, 60.43246002, 61.80748799, 63.18251596,
       64.55754393, 65.93257189, 67.30759986, 68.68262783, 70.0576558 ,
       71.43268377, 72.80771174, 74.18273971])]",27.500559367636058,2.0,5,6,Lin,pre
"[73.8, 73.85, 73.9, 73.95, 74.0, 74.05, 74.1, 74.15, 74.2, 74.25, 74.30000000000001, 74.35000000000001, 74.4, 74.45, 74.5, 74.55, 74.6, 74.64999999999999, 74.69999999999999, 74.75, 74.8, 74.85, 74.9, 74.95, 75.0, 75.05, 75.1, 75.15, 75.2]","[array([44.80575417, 45.21544014, 45.80723558, 46.49964627, 47.25829281,
       48.06481124, 48.90801678, 49.78050616, 50.67707262, 51.59389198,
       52.52805375, 53.47728638, 54.43977488, 55.41404205, 56.39886415,
       57.39321654, 58.39623144, 59.40716556, 60.42537406, 61.45029632,
       62.4814399 , 63.51837112, 64.56070363, 65.60809097, 66.66022317,
       67.71682098, 68.77763341, 69.84242749, 70.91099407]), array([47.31265148, 48.59227857, 49.87190566, 51.15153275, 52.43115985,
       53.71078694, 54.99041403, 56.27004112, 57.54966822, 58.82929531,
       60.1089224 , 61.38854949, 62.66817659, 63.94780368, 65.22743077,
       66.50705786, 67.78668496, 69.06631205, 70.34593914, 71.62556623,
       72.90519333, 74.18482042, 75.46444751, 76.7440746 , 78.0237017 ,
       79.30332879, 80.58295588, 81.86258297, 83.14221007])]",25.592541851435836,2.0,6,6,Lin,pre
"[86.60000000000001, 86.65, 86.7, 86.75, 86.8, 86.85, 86.9, 86.95, 87.0, 87.05, 87.1, 87.15, 87.2, 87.25, 87.30000000000001, 87.35000000000001, 87.4]","[array([32.47255649, 32.75353047, 33.09540246, 33.48920341, 33.92796965,
       34.40616944, 34.91931591, 35.46371735, 36.03628829, 36.63442127,
       37.25588434, 37.89875528, 38.56136206, 39.24224028, 39.94009506,
       40.6537801 , 41.38227231]), array([50.86172993, 52.26272037, 53.66371082, 55.06470127, 56.46569172,
       57.86668217, 59.26767262, 60.66866307, 62.06965352, 63.47064396,
       64.87163441, 66.27262486, 67.67361531, 69.07460576, 70.47559621,
       71.87658666, 73.2775771 ])]",28.019808972689724,15.148857768193437,7,6,Lin,pre
"[99.4, 99.45, 99.5, 99.55000000000001, 99.60000000000001, 99.65, 99.7, 99.75, 99.8, 99.85, 99.9, 99.95, 100.0, 100.05, 100.1, 100.15, 100.2, 100.25, 100.30000000000001, 100.35000000000001, 100.4, 100.45, 100.5, 100.55000000000001, 100.60000000000001, 100.65, 100.7, 100.75, 100.8]","[array([34.24341827, 35.12012246, 36.01212055, 36.91752672, 37.83481353,
       38.76272352, 39.70020502, 40.64636981, 41.60046008, 42.56182211,
       43.52988606, 44.50415344, 45.48418482, 46.46959124, 47.4600244 ,
       48.45517195, 49.45475285, 50.45851341, 51.46622414, 52.4776729 ,
       53.49266807, 54.5110329 , 55.53260773, 56.55724013, 57.5847928 ,
       58.61513668, 59.64815588, 60.68373615, 61.72177535]), array([41.2033485 , 42.42179325, 43.64023801, 44.85868277, 46.07712752,
       47.29557228, 48.51401704, 49.73246179, 50.95090655, 52.16935131,
       53.38779606, 54.60624082, 55.82468558, 57.04313033, 58.26157509,
       59.48001985, 60.6984646 , 61.91690936, 63.13535412, 64.35379887,
       65.57224363, 66.79068839, 68.00913314, 69.2275779 , 70.44602265,
       71.66446741, 72.88291217, 74.10135692, 75.31980168])]",24.368895130583486,2.0,8,6,Lin,pre
"[129.8, 129.85000000000002, 129.90000000000003, 129.95000000000002, 130.00000000000003, 130.05, 130.10000000000002, 130.15000000000003, 130.20000000000002]","[array([57.02953777, 57.18500726, 57.71092574, 58.39104298, 59.161952  ,
       59.99454509, 60.87257599, 61.78588412, 62.72760945]), array([58.69048496, 60.04339401, 61.39630306, 62.74921211, 64.10212117,
       65.45503022, 66.80793927, 68.16084833, 69.51375738])]",27.058181053526727,2.0,9,6,Lin,pre
