t_list,x_list,v_list,v0,n_scn,iter,mse,type,mse_mean,N. file,DOE,processed
"[531.64, 531.69, 531.74, 531.79, 531.84, 531.89, 531.94, 531.99, 532.04, 532.0899999999999, 532.14, 532.19, 532.24, 532.29, 532.3399999999999, 532.39, 532.4399999999999, 532.49, 532.54, 532.5899999999999, 532.64, 532.69, 532.74, 532.79, 532.84, 532.89, 532.94, 532.99, 533.04, 533.0899999999999, 533.14, 533.19, 533.24]","[array([ 7.25315605,  8.05451876,  8.85588146,  9.65724417, 10.45860687,
       11.26082102, 12.06303517, 12.86524931, 13.66746346, 14.46991612,
       15.27236878, 16.07482144, 16.8772741 , 17.68002526, 18.48277642,
       19.28552757, 20.08827873, 20.89119431, 21.69410988, 22.49702545,
       23.29994103, 24.10318409, 24.90642716, 25.70967022, 26.51291329,
       27.31647021, 28.12002712, 28.92358404, 29.72714096, 30.53098236,
       31.33482376, 32.13866516, 32.94250656]), array([45.90580601, 47.02493843, 48.14407085, 49.26320327, 50.38233569,
       51.50146811, 52.62060053, 53.73973295, 54.85886537, 55.97799779,
       57.09713021, 58.21626263, 59.33539505, 60.45452747, 61.5736599 ,
       62.69279232, 63.81192474, 64.93105716, 66.05018958, 67.169322  ,
       68.28845442, 69.40758684, 70.52671926, 71.64585168, 72.7649841 ,
       73.88411652, 75.00324894, 76.12238136, 77.24151378, 78.3606462 ,
       79.47977862, 80.59891104, 81.71804346])]","[[16.027254104614258, 22.382648405902604], [16.044282913208008, 22.382648405902604], [16.049053192138672, 22.382648405902604], [16.055023193359375, 22.382648405902604], [16.058311462402344, 22.382648405902604], [16.064861297607422, 22.382648405902604], [16.071138381958008, 22.382648405902604], [16.076828002929688, 22.382648405902604]]",22.382648405902604,74,500.0,113.73016091129725,train,11.90598983924709,1,"[1, 2, 2, 2, 1]",pre
"[148.04, 148.08999999999997, 148.14, 148.19, 148.23999999999998, 148.29, 148.33999999999997, 148.39, 148.44]","[array([48.20188876, 49.52836333, 50.8548379 , 52.18131247, 53.50778704,
       54.77868357, 56.0495801 , 57.32047663, 58.59137316]), array([61.00463006, 62.33107812, 63.65752618, 64.98397424, 66.3104223 ,
       67.58125636, 68.85209043, 70.12292449, 71.39375855]), array([73.44573965, 74.82682282, 76.20790598, 77.58898915, 78.97007231,
       80.35115548, 81.73223865, 83.11332181, 84.49440498])]","[[26.529491424560547, 26.528961181640625, 27.62166330700258], [25.417930603027344, 25.41668128967285, 27.62166330700258]]",27.621656721215743,86,500.0,0.5358688695690113,train,11.90598983924709,1,"[1, 2, 2, 2, 1]",pre
"[23.64, 23.69, 23.740000000000002, 23.790000000000003, 23.840000000000003, 23.890000000000004, 23.940000000000005, 23.990000000000002, 24.040000000000003, 24.090000000000003, 24.14, 24.19, 24.240000000000002, 24.290000000000003, 24.340000000000003, 24.39, 24.44, 24.490000000000002, 24.54, 24.59, 24.64]","[array([39.20354853, 40.55968619, 41.91582385, 43.27196151, 44.62809916,
       45.97853375, 47.32896834, 48.67940293, 50.02983752, 51.40732928,
       52.78482104, 54.1623128 , 55.53980456, 56.93828078, 58.336757  ,
       59.73523322, 61.13370944, 62.50705767, 63.88040591, 65.25375415,
       66.62710238]), array([46.59381456, 47.95033502, 49.30685548, 50.66337594, 52.01989641,
       53.37071714, 54.72153787, 56.0723586 , 57.42317933, 58.80106839,
       60.17895746, 61.55684652, 62.93473558, 64.33362493, 65.73251428,
       67.13140363, 68.53029298, 69.90402784, 71.27776269, 72.65149755,
       74.0252324 ]), array([67.1031215 , 68.66234246, 70.22156342, 71.78078438, 73.34000534,
       74.8992263 , 76.45844726, 78.01766821, 79.57688917, 81.13611013,
       82.69533109, 84.25455205, 85.81377301, 87.37299397, 88.93221493,
       90.49143589, 92.05065685, 93.60987781, 95.16909877, 96.72831973,
       98.28754069])]","[[27.122753143310547, 27.130409240722656, 31.184419191030905], [27.008691787719727, 27.016414642333984, 31.184419191030905], [27.549835205078125, 27.557781219482422, 31.184419191030905], [27.969524383544922, 27.977787017822266, 31.184419191030905], [27.466964721679688, 27.47469711303711, 31.184419191030905]]",31.184420565840114,82,500.0,0.17635309076799752,train,11.90598983924709,1,"[1, 2, 2, 2, 1]",pre
"[159.84, 159.89, 159.94, 159.99, 160.04, 160.09, 160.14, 160.19, 160.24, 160.29000000000002, 160.34, 160.39, 160.44, 160.49, 160.54, 160.58999999999997, 160.64]","[array([14.5211766 , 15.86475847, 17.20834034, 18.55192221, 19.89550407,
       21.23937652, 22.58324898, 23.92712143, 25.27099388, 26.61408975,
       27.95718563, 29.3002815 , 30.64337738, 31.98541344, 33.32744949,
       34.66948555, 36.01152161]), array([64.41793091, 65.90788418, 67.39783745, 68.88779072, 70.37774399,
       71.86769727, 73.35765054, 74.84760381, 76.33755708, 77.82751035,
       79.31746362, 80.8074169 , 82.29737017, 83.78732344, 85.27727671,
       86.76722998, 88.25718326])]","[[26.87163734436035, 29.79906543600965], [26.87744903564453, 29.79906543600965], [26.86191749572754, 29.79906543600965], [26.840721130371094, 29.79906543600965]]",29.799065415673518,20,500.0,0.125372008898847,train,11.90598983924709,1,"[1, 2, 2, 2, 1]",pre
"[429.24, 429.28999999999996, 429.34, 429.39, 429.43999999999994, 429.48999999999995, 429.53999999999996, 429.59, 429.64, 429.69, 429.74, 429.78999999999996, 429.84]","[array([51.9981054 , 53.62348954, 55.24887368, 56.87425782, 58.49964196,
       60.26986882, 62.04009568, 63.81032254, 65.5805494 , 67.30961396,
       69.03867852, 70.76774308, 72.49680764]), array([63.07899387, 64.41724004, 65.75548622, 67.0937324 , 68.43197857,
       69.77022475, 71.10847092, 72.4467171 , 73.78496327, 75.12320945,
       76.46145563, 77.7997018 , 79.13794798])]","[[32.50768280029297, 26.76492351472944], [35.404537200927734, 26.76492351472944], [34.58129119873047, 26.76492351472944]]",26.76492351472944,60,500.0,0.12221495216350656,train,11.90598983924709,1,"[1, 2, 2, 2, 1]",pre
"[489.03999999999996, 489.09, 489.14, 489.19, 489.24, 489.29, 489.34000000000003, 489.39, 489.44, 489.49, 489.53999999999996, 489.59, 489.64, 489.69, 489.74, 489.78999999999996, 489.84]","[array([55.95429367, 57.27559408, 58.59689449, 59.9181949 , 61.23949531,
       62.55761932, 63.87574333, 65.19386734, 66.51199134, 67.82141803,
       69.13084472, 70.44027141, 71.7496981 , 73.10698131, 74.46426452,
       75.82154773, 77.17883094]), array([72.41163269, 73.5481194 , 74.68460611, 75.82109282, 76.95757953,
       78.09406624, 79.23055295, 80.36703966, 81.50352637, 82.64001308,
       83.77649979, 84.9129865 , 86.04947321, 87.18595992, 88.32244663,
       89.45893334, 90.59542005])]","[[26.426008224487305, 22.729734196719097], [26.36248016357422, 22.729734196719097], [26.188533782958984, 22.729734196719097], [27.14566421508789, 22.729734196719097]]",22.729734196719097,71,500.0,1.4870526157088557,train,11.90598983924709,1,"[1, 2, 2, 2, 1]",pre
"[116.04, 116.09, 116.14000000000001, 116.19000000000001, 116.24000000000001, 116.29, 116.34, 116.39000000000001, 116.44000000000001, 116.49000000000001, 116.54, 116.59, 116.64, 116.69, 116.74000000000001, 116.79, 116.84, 116.89, 116.94, 116.99000000000001, 117.04]","[array([14.2934053 , 15.94411045, 17.5948156 , 19.24552074, 20.89622589,
       22.16467577, 23.43312565, 24.70157553, 25.97002541, 27.32412325,
       28.67822109, 30.03231893, 31.38641678, 33.22603489, 35.065653  ,
       36.90527111, 38.74488922, 40.83703571, 42.9291822 , 45.0213287 ,
       47.11347519]), array([49.15392866, 50.91834759, 52.68276653, 54.44718546, 56.2116044 ,
       57.97602334, 59.74044227, 61.50486121, 63.26928014, 65.03369908,
       66.79811801, 68.56253695, 70.32695588, 72.09137482, 73.85579376,
       75.62021269, 77.38463163, 79.14905056, 80.9134695 , 82.67788843,
       84.44230737])]","[[33.014102935791016, 35.288378712112134], [25.36899757385254, 35.288378712112134], [27.08195686340332, 35.288378712112134], [36.792362213134766, 35.288378712112134], [41.84292984008789, 35.288378712112134]]",35.75445949476122,14,500.0,1.6167237352963444,train,11.90598983924709,1,"[1, 2, 2, 2, 1]",pre
"[253.64, 253.69, 253.74, 253.79, 253.84, 253.89, 253.94, 253.99, 254.04]","[array([26.83550775, 28.36225297, 29.8889982 , 31.41574342, 32.94248864,
       34.45587432, 35.96926   , 37.48264568, 38.99603135]), array([44.53373124, 46.06233308, 47.59093491, 49.11953675, 50.64813859,
       52.16330067, 53.67846276, 55.19362485, 56.70878693]), array([73.06370637, 74.4374507 , 75.81119503, 77.18493936, 78.55868369,
       79.93242802, 81.30617234, 82.67991667, 84.053661  ])]","[[30.53490447998047, 30.572036743164062, 27.47488657457066], [30.26771354675293, 30.303241729736328, 27.47488657457066]]",27.47487958234899,92,500.0,0.15474956878949173,train,11.90598983924709,1,"[1, 2, 2, 2, 1]",pre
"[358.84, 358.89, 358.93999999999994, 358.98999999999995, 359.03999999999996, 359.09, 359.14, 359.19, 359.24, 359.28999999999996, 359.34, 359.39, 359.43999999999994, 359.48999999999995, 359.53999999999996, 359.59, 359.64]","[array([30.85935169, 32.36767984, 33.87600799, 35.38433615, 36.8926643 ,
       38.56116634, 40.22966839, 41.89817043, 43.56667248, 45.24724403,
       46.92781559, 48.60838714, 50.2889587 , 51.88941227, 53.48986584,
       55.0903194 , 56.69077297]), array([41.67362809, 43.10495019, 44.53627229, 45.96759439, 47.39891648,
       48.83023858, 50.26156068, 51.69288278, 53.12420488, 54.55552698,
       55.98684908, 57.41817118, 58.84949328, 60.28081537, 61.71213747,
       63.14345957, 64.57478167])]","[[30.166563034057617, 28.626441976919878], [33.37004089355469, 28.626441976919878], [33.61143112182617, 28.626441976919878], [32.009071350097656, 28.626441976919878]]",28.626441976919878,51,500.0,0.3566209142243134,train,11.90598983924709,1,"[1, 2, 2, 2, 1]",pre
"[495.84, 495.89, 495.93999999999994, 495.98999999999995, 496.03999999999996, 496.09, 496.14, 496.19, 496.24]","[array([39.78329433, 40.75464004, 41.72598575, 42.69733146, 43.66867717,
       44.62660535, 45.58453353, 46.54246171, 47.50038989]), array([71.34368703, 72.27552822, 73.2073694 , 74.13921058, 75.07105176,
       76.01975381, 76.96845586, 77.91715791, 78.86585996]), array([77.21514684, 78.42432869, 79.63351055, 80.8426924 , 82.05187426,
       83.26105611, 84.47023796, 85.67941982, 86.88860167])]","[[19.42691421508789, 18.636823654174805, 24.183637086268945], [19.1585636138916, 18.974040985107422, 24.183637086268945]]",23.56309349087298,102,500.0,0.7547817257552919,train,11.90598983924709,1,"[1, 2, 2, 2, 1]",pre
"[592.4399999999999, 592.49, 592.54, 592.5899999999999, 592.64, 592.69, 592.74, 592.79, 592.84, 592.89, 592.94, 592.99, 593.04, 593.0899999999999, 593.14, 593.19, 593.24, 593.29, 593.3399999999999, 593.39, 593.4399999999999, 593.49, 593.54, 593.5899999999999, 593.64, 593.69, 593.74, 593.79, 593.84, 593.89, 593.94, 593.99, 594.04, 594.0899999999999, 594.14, 594.19, 594.24, 594.29, 594.3399999999999, 594.39, 594.4399999999999, 594.49, 594.54, 594.5899999999999, 594.64]","[array([18.16319488, 19.13207382, 20.10095275, 21.06983169, 22.03871063,
       22.1840972 , 23.15297614, 24.12185507, 25.09073401, 25.20212841,
       26.17100734, 27.13988628, 28.10876522, 28.08816575, 29.05704469,
       30.02592362, 30.99480256, 31.72222722, 32.69110616, 33.6599851 ,
       34.62886403, 34.64028465, 35.60916358, 36.57804252, 37.54692146,
       37.68436009, 38.65323903, 39.62211796, 40.5909969 , 40.37243449,
       41.34131342, 42.31019236, 43.2790713 , 43.53054017, 44.49941911,
       45.46829804, 46.43717698, 47.78470684, 48.75358578, 49.72246472,
       50.69134365, 50.83284196, 51.8017209 , 52.77059983, 53.73947877]), array([56.1435939 , 57.52310052, 58.90260713, 60.28211375, 61.66162037,
       60.23129693, 61.61080355, 62.99031017, 64.36981678, 62.93949335,
       64.31899997, 65.69850659, 67.0780132 , 65.64768977, 67.02719639,
       68.406703  , 69.78620962, 68.35588619, 69.73539281, 71.11489942,
       72.49440604, 70.75930218, 72.13880879, 73.51831541, 74.89782203,
       72.95953121, 74.33903782, 75.71854444, 77.09805106, 75.15976024,
       76.53926686, 77.91877347, 79.29828009, 77.35998927, 78.73949589,
       80.1190025 , 81.49850912, 79.5602183 , 80.93972492, 82.31923154,
       83.69873815, 82.78962062, 84.16912724, 85.54863385, 86.92814047])]","[[19.377578735351562, 27.590132336498357], [19.377578735351562, 27.590132336498357], [19.377578735351562, 27.590132336498357], [19.377578735351562, 27.590132336498357], [19.377578735351562, 27.590132336498357], [19.377578735351562, 27.590132336498357], [19.377578735351562, 27.590132336498357], [19.377578735351562, 27.590132336498357], [19.377578735351562, 27.590132336498357], [19.377578735351562, 27.590132336498357], [19.377578735351562, 27.590132336498357]]",27.590132336498357,78,,4.338063717613887,test,3.207046161089761,1,"[1, 2, 2, 2, 1]",pre
